eng_reviews,sentiments
"Phone looks fine, performance is good, the phone look is premium with curve screen, The camera quality is awesome in this range. Overall its Value for money package.",POSITIVE
Battery life is good. Good gaming performance. display is also smooth and fast. No hanging and sound is very nice and clear sound. In 25k out of imagination. Very nice Vivo and IQOO.❤️,POSITIVE
Yeah! iQOO z9spro 5g is the phone who is looking for a good sleek design and moderate gamers and good battery life with an above average camera . I think the phone design is much better I feels iQOO z7 pro is a good design and overall phone It is an upgrade version of the last gen and in-hand hand feel is awesome and if you want good phone around 25k it's the allrounder than grab it ⭐⭐⭐1/2 it's my rating to these funtouch os may improve further. So thank you Vivo for bringing these phones at these price range.,POSITIVE
"This phone is one of the best options in its segment, offering an exceptional display with vibrant colors and sharp clarity. The camera performance is outstanding, capturing detailed and crisp photos in various lighting conditions. In terms of performance, it handles multitasking and gaming effortlessly, making it a reliable choice for everyday use. While the overall experience is fantastic, I found the speakers to be slightly underwhelming. However, this is a minor drawback in an otherwise excellent device that delivers on almost every front.""",POSITIVE
"I gave it 4 stars. The selfie camera could have been better. The battery is good, the back camera is also good. I am giving a review after using it for 9 days. This mobile is okay for this price.",POSITIVE
One of the best mobile you can get in this range! The camera quality is good.. It has small display at back which if you have desk job and you listen to songs or see notification or anything.. It is good and action key is my favourite as I can customize as I want. Charging is fast and battery power is also good. Clean android and amazing display also.. Hoping they keep improving with time! No heating issue! In display fingerprint sensor is also amazing. No issue with connectivity 👍,POSITIVE
"The design and feel of this smartphone is incredible with matt glass back and curved screen. The steel metal rails on edges are shiny and look really premium. Great build quality overall.  Camera island gives a nice symmetrical look, also good grip area. The back screen is very useful for using main camera for photo. It also has Always on display option for back display. Could have been more customisable with cutom images/more animations.  Performace is great, no lags, no heat very efficient 4nm tsmc processor with only 2.5 ghz so no problem with battery life. Charging speed is very good 66 watts. It's my first 5g phone and experience is great. No battery issue with 5g very efficient there as well.  Beautiful Amoled screen is smooth, reponsive and vibrant. Brightness is decent. Great software experience. Action button is super useful! What a great addition.  Dual speaker are crisp and very useful. Sarisfied with camera quality, as I'm not a huge camera person, it's difficult to judge for me. OIS helps. Also, good vibration motor.  For cons -  No micro sd. Have to get 256 GB variant because of that. But, storage provided is good quality and fast ufs3.1  The button place is such that I accidently press the opposite button. Volume is opposite to lock and action button. It took some getting used to for me personally.",POSITIVE
"I have been using the phone for the last 3 months. Battery backup is huge, you would not get such powerful battery in anyother phone, Inscreen fingerprint sensor is mind blowing. Performance is great, never faced any issue, does not hand, no lagging - be advised I do not play high graphic hungry games like CODM or any other battle royales. There is absolutely no heating issue. Touch quality is smooth. One crutial thing that Lava needs to work on is the camera. They have provided the wide angle camera which is great but the issue lies in the primary camera. For apparent no reasons the camera would go out of focus and even after trying for many minutes will not correct itself. Another thing is the zoom, as soon as you go above 2x, the quality will go towards bad and light capturing decreases. Apart from these issues, the phone is great. the mini screen in the back is a nice addition.",POSITIVE
"I am proud of this company Lava.Because I was previously using Lava Agni 2. And my family members also have phones from the same company, Lava.Every phone from this company is working in the best possible way. And currently I have bought Lava Agni 3.And currently, while using the Lava Agni 3, every feature of this phone is surprising me. Because this company has made the best phone for such a low price.Lava Agni 3 has the best camera, best processor, best stereo speakers, best display, best battery life, best design and many more.... Best. Best.. Best I love India 🇮🇳 and. I LOVE LAVA #proudly Indian.",POSITIVE
"This is a very good phone with all latest features like curved display, fast processor, big memory size ( i have purchased 8GB/256GB ) 5000 MAH battery, Dual ampled, One year replacement warranty. And the best is it is Make in India. Value for money.",POSITIVE
"Awesome mobile in this range, best decision, but Camera colour are good but not too much good.., battery is 5000mh but not enough because of two display. Fast charging, best quality, I use this mobile from 2 months and no problem I face.",POSITIVE
"Wow.. amazing phone in every aspect.. I have seen many bad reviews about camera on YouTube, but I still bought it by seeing other good qualities. But believe me, the camera is so good both front n back. Super clarity curved display. No other company can give you this much clarity n features at this price. Its worth more than its price. Fast charging. I bet you will be happy buying Lava Agni 3. Proudly Indian smartphone.",POSITIVE
Overall phone experience is good but camera performance is poor . It has problem with camera optimization. You have to take 10 photos then you will get one or two good photos . Otherwise phone is good hepatics soo good .look wise osm. Sound quality is descent. I face No heating issue. Good connectivity . it will give you a primium experience in this price range .,POSITIVE
Best phone under 15000. Good video and photo quality . Camera quality is best in price range .best performance phone . Clean ui experience . No add no blotwear best display and camera curve display so beautiful and good looking and charging is so good battery 🔋 life is good . Mobile quality is good or chaines phone se to bahut behtar hai . Connectivity is good full 5g speed . Thanks Lava,POSITIVE
"Frnds I got this phone by exchange Colour:- Glass Viridian after 1 week use I posting this review positive:- First of all for this budget no one gives you 3D curve glass 👌 all of them saying rich look and stylish ,glorrila glass also good, smooth touch and weight is less , I thinked display will be mild smaller due to 6.67 but display is length wise big simply owesome. Back and FrontCamera is decent and clearity also ok and fast charging is good it takes only 1 hour maximum.For normal use camera backup one day is good. Performance also good Cons:- Peek brightness is very low when using in ☀️ light and battery is gets draining medium faster while watching YouTube and movies. When batery comes to below 15 percent it will speed mild charge lowing.  Note:- Use dark mode on for saving battery and charge only upto 85 percent for extent battery life pls don't on battery saver (after on only it will drain very faster)",NEGATIVE
I'm writing this review after using it 3 months. I bought first time LAVA company mobile..  Sabse badi problem hai ki ye phone bahut slow hai or boht zyada hang karta hai. CAMERA front and back is not upto the mark. Front camera to bahut hi bekar hai.. night photography k liye to bilkul useless hai. BATTERY light use karne par bhi jaldi discharge ho jati hai and full charging time is 1hr 45 minute. Sirf look hi theek hai.. baki sab bakwas. LAVA Pathetic company and pathetic mobile.. Don't buy this if you don't want to waste your money. Your piece of mind will also disturb after buying this. Better spend 4 to 5 thousand more and go for iqoo Z9s Thanks,NEGATIVE
"I'm posting this review after more than 3 weeks of usage. This is an excellent product at this price point. I bought this at 15500/- For 256 GB variant in sale with bank discounts. The Amoled display is amazing for this price point. Processor is excellent and it gives excellent performance at very good speed. The charging time is very fast. Sound Quality is very good with stereo speakers. The 5G connectivity is good. The battery life is excellent. It almost run for the whole day with heavy usage. The screen size is very perfect and it feels very light and comfortable in the hand. The design is very premium and it has glass on both front and back. It feels very premium. The camera is ok, nothing much to talk about. Lava has produced such an excellent smartphone at this price point. I have become a fan of Lava for producing such a good product. This is a Made in India product and I'm proud of it. I definitely recommend this Lava Blaze curve 5g Smartphone to everyone and it's worth every penny.",POSITIVE
In just 14499/- curved phone amazing... Battery backup/- watching YouTube 10%drain in one hour... Superb... Display/- amazing colours.... Superb Hand grip & light waight.... Camra night me selfie ni le skte.. in good light it's owsm . Phone back cover come with phone .. when you start flash light phone looks likes gold.. Charging fast ... Performance on BGMI... 10/9  Just one PROBLEM is there.. when you use phone's speaker.... Back body little vibrat..,POSITIVE
"I got the mobile on 1st of Oct ... Battery performance very poor, over heating issue, Camera just okay (struggling in low light photography).  These all problems need to be rectified ASAP by software update...  But display and touch response is very good ..",POSITIVE
"Best phone, charging speed fast, network speed fast,vale for money,long battery life, Phone quality premium, connectivity very good",POSITIVE
"This phone has a powerful processor, a top-tier display, and a stylus. It also has a long battery life and is considered to be the best Android phone by some. Sound quality, smoothness , Awesome Design Charging speed very good Great curved display and very smooth Phone  Product is over all nice",POSITIVE
"The lazy stand works very well. The clip which grabs the table is very strong, and the holder of is also works and holds your device pretty well. Absolutely worth it.",POSITIVE
"⚠️ Warning -Don't even think to Buy This Product ⚠️ Useless Product - Don't able to hold mobile , tablet. Hinges are not sturdy to hold any mobile or tablet. Ultimately you will end up returning this product and Amazon smartly disabled the return option. So don't buy this product,save your time and money.",NEGATIVE
It's a quite good product but unable to mount it everywhere,NEGATIVE
"Sturdy with the grip , it is nice product ., it has nice functionality",POSITIVE
Its a good product if you only want it to use with phone but for tablet you should consider others because when I put tablet on this stand it just flips over it can't bear the weight of tablet ..,NEGATIVE
Basically the issue is that the base holder is unable to keep its hold . Other than that the phone clip is also avg . Quality - basic,NEGATIVE
Good quality and flexible... Also can be attached to almost every surface,POSITIVE
"The mobile phone holder is not able to hold my iphone upright and the holder keeps slipping and is not sturdy as advertised. It cannot be adjusted to our required angle and keeps slipping. It is also advertised that it can hold a kindle reading pad, which i doubt, because it cannot manage the weight on my iphone. A very shoddy product. Please advertise facts and not waste our time as I'm not in the business of buying and returning products and i rely on the information that is given by the sellers,",NEGATIVE
Easy to install and handle this product. Impressive built.,POSITIVE
The quality is half hard plastic an half metal . The hold is strong go for it .,POSITIVE
"I found it's quality good enough. Build is steady and gripping machanism is supported with screw. Over all, it's a Good product.",POSITIVE
Fitting comfortably on tripod,POSITIVE
"Although I ordered the product from reading description that it is a metal product, but I received it made in plastic material. So I am not satisfied",NEGATIVE
Quality is good,POSITIVE
The Sounce 360° Degree Cell Phone Holder is a great addition to my setup! The adjustable clamp fits securely and works with a variety of phones. The 360-degree rotation feature is smooth and allows for easy viewing from any angle.,POSITIVE
Easily broken Mobile is not safe,NEGATIVE
"I must say it has exceeded my expectations! The lamp offers three light modes, making it perfect whether I need a bright white light for work or a warm tone for a cozy ambiance. Additionally, 10 brightness levels allow for precise control over the lighting, which is a big plus.  The USB-A connectivity is a great feature, as I can even power it using a power bank during outages—super convenient! The 360° rotating lamp column ensures that I can adjust the light in any direction effortlessly, making it ideal for both desk work and general room lighting. The overall grip on the table is pretty decent. Its full metal body feels premium. The light part can hold itself in any position you want to.  The design is sleek and premium, enhancing the overall aesthetics of my setup. I also appreciate the rubber pad on the mounting assembly, which prevents any scratches on my table. It’s clear that a lot of thought has gone into both design and functionality.  For the price, this lamp offers excellent value for money. If you're looking for a stylish, flexible, and well-built lighting solution, I highly recommend this one!",POSITIVE
Very sturdy and easy to use Metal is smooth and weight is also good Grips the table nicely,POSITIVE
"Sounce Foldable Portable Phone Holder Stand (Black)  I recently purchased the Sounce Foldable Portable Phone Holder Stand, and it has exceeded my expectations in terms of functionality and convenience. Here's my detailed review:  Pros:  1. Foldable and Portable Design: The compact and foldable design makes it easy to carry in a bag or even a pocket. Perfect for travel or office use.  2. Height Adjustable Cradle: The adjustable height feature is a game-changer. It allows for comfortable viewing angles, whether I’m watching videos, attending video calls, or reading.  3. Sturdy Build Quality: Despite being lightweight, the stand is very stable. It holds my phone securely without any wobbling, even when typing on the screen.  4. Compatibility: It works perfectly with a range of smartphones from 4 to 8 inches. I tested it with both an iPhone and an Android device, and it performed flawlessly.  5. User-Friendly: It’s extremely easy to set up and use. The foldable mechanism operates smoothly, and the non-slip pads ensure the phone stays in place.  Cons:  Limited Color Options: While the black version looks sleek, additional color options would have been a nice touch.  Height Range: The height adjustment could be a bit more extensive for users who need higher positioning.  Overall Verdict:  The Sounce Foldable Portable Phone Holder Stand is a fantastic accessory for anyone looking for a stable, adjustable, and portable stand for their smartphone. It offers excellent value for the price and is ideal for both casual and professional use. Highly recommended!  Rating: ⭐⭐⭐⭐⭐ (5/5)",POSITIVE
"The tripod is very easy to use, the build quality is nice , it is sturdy but the table clamp seems a little bit week",NEGATIVE
"Product design and material used is very sturdy, But need a correction in design for holding a weight of mobile or tablet, as I observed when we put a mobile on the stand the holders slowly slowly coming down towards ground because the stand is not able hold the weight at every angle Need a improvement in design or add a teeth based elbow to hold mobile irrespective of angle of holders",NEGATIVE
"I recently purchased this mobile stand, and it has been a fantastic addition to my workspace. Its sleek, modern design and sturdy aluminum alloy build give it a premium feel, while the anti-slip base and silicone padding ensure both stability and device protection. The adjustable angles and height are incredibly convenient, allowing me to use it for everything from video calls to hands-free cooking tutorials with ease. It’s compatible with a wide range of devices, including smartphones and small tablets, even with cases on. Lightweight and portable, it’s perfect for both home use and travel. For its quality and functionality at an affordable price, this mobile stand is an excellent investment. Highly recommended!",POSITIVE
"Product is very nice, both grips are good, easily attached, comfortable, as expected. Thanks Sounce. One suggestion for improvement is that the mobile holder can make more comfortable with wide grip.",POSITIVE
Nice product and hold perfectly👍🏻,POSITIVE
"This Nokia mobile product is very good, Nokia mobile body look very nice 👍",POSITIVE
"It is suitable for senior citizens, If they not able to operate smart phones. It is Value for money Battery life is good",POSITIVE
"Phone screen didnt come up when i started the phone, screen is distorted when receiving a call. Speaker quality is very much substandard. These are not like old Nokia phones!! poor than china phones!! But software is good, hardware is very poor!",NEGATIVE
Good product for the price as a feature phone. Value for money. Will update the Long term review after use.,POSITIVE
"Good points... Very light weight easy to use due to smoothest keypad Music player is sufficient Torch also satisfactory Music audio quality so so with built in speaker super battery backup  Bad Points Distorted voice in all calls Network reception not well (Airtel sim installed ) UPI feature not upto the mark with 2g Not good as old nokia phone (before 2015 models),Just feel like a updated Chinese phone with good pakaging. Its genuinely confirmed when opening file manager. Quality of voice/song not well with original nokia headphone even too less bass when connected with jbl headphone.  Thats all for my new nokia 106 dual sim 2g.  thanking you..",NEGATIVE
Good battery life with sound.,POSITIVE
Very good product value of money,POSITIVE
Good,POSITIVE
Best phone under 15000. Good video and photo quality . Camera quality is best in price range .best performance phone . Clean ui experience . No add no blotwear best display and camera curve display so beautiful and good looking and charging is so good battery 🔋 life is good . Mobile quality is good or chaines phone se to bahut behtar hai . Connectivity is good full 5g speed . Thanks Lava,POSITIVE
"Frnds I got this phone by exchange Colour:- Glass Viridian after 1 week use I posting this review positive:- First of all for this budget no one gives you 3D curve glass 👌 all of them saying rich look and stylish ,glorrila glass also good, smooth touch and weight is less , I thinked display will be mild smaller due to 6.67 but display is length wise big simply owesome. Back and FrontCamera is decent and clearity also ok and fast charging is good it takes only 1 hour maximum.For normal use camera backup one day is good. Performance also good Cons:- Peek brightness is very low when using in ☀️ light and battery is gets draining medium faster while watching YouTube and movies. When batery comes to below 15 percent it will speed mild charge lowing.  Note:- Use dark mode on for saving battery and charge only upto 85 percent for extent battery life pls don't on battery saver (after on only it will drain very faster)",NEGATIVE
I'm writing this review after using it 3 months. I bought first time LAVA company mobile..  Sabse badi problem hai ki ye phone bahut slow hai or boht zyada hang karta hai. CAMERA front and back is not upto the mark. Front camera to bahut hi bekar hai.. night photography k liye to bilkul useless hai. BATTERY light use karne par bhi jaldi discharge ho jati hai and full charging time is 1hr 45 minute. Sirf look hi theek hai.. baki sab bakwas. LAVA Pathetic company and pathetic mobile.. Don't buy this if you don't want to waste your money. Your piece of mind will also disturb after buying this. Better spend 4 to 5 thousand more and go for iqoo Z9s Thanks,NEGATIVE
"I'm posting this review after more than 3 weeks of usage. This is an excellent product at this price point. I bought this at 15500/- For 256 GB variant in sale with bank discounts. The Amoled display is amazing for this price point. Processor is excellent and it gives excellent performance at very good speed. The charging time is very fast. Sound Quality is very good with stereo speakers. The 5G connectivity is good. The battery life is excellent. It almost run for the whole day with heavy usage. The screen size is very perfect and it feels very light and comfortable in the hand. The design is very premium and it has glass on both front and back. It feels very premium. The camera is ok, nothing much to talk about. Lava has produced such an excellent smartphone at this price point. I have become a fan of Lava for producing such a good product. This is a Made in India product and I'm proud of it. I definitely recommend this Lava Blaze curve 5g Smartphone to everyone and it's worth every penny.",POSITIVE
In just 14499/- curved phone amazing... Battery backup/- watching YouTube 10%drain in one hour... Superb... Display/- amazing colours.... Superb Hand grip & light waight.... Camra night me selfie ni le skte.. in good light it's owsm . Phone back cover come with phone .. when you start flash light phone looks likes gold.. Charging fast ... Performance on BGMI... 10/9  Just one PROBLEM is there.. when you use phone's speaker.... Back body little vibrat..,POSITIVE
"I got the mobile on 1st of Oct ... Battery performance very poor, over heating issue, Camera just okay (struggling in low light photography).  These all problems need to be rectified ASAP by software update...  But display and touch response is very good ..",POSITIVE
"Best phone, charging speed fast, network speed fast,vale for money,long battery life, Phone quality premium, connectivity very good",POSITIVE
"This phone has a powerful processor, a top-tier display, and a stylus. It also has a long battery life and is considered to be the best Android phone by some. Sound quality, smoothness , Awesome Design Charging speed very good Great curved display and very smooth Phone  Product is over all nice",POSITIVE
I literally searched a lot and ended up buying this cover by seeing the reviews and after using it I can agree that it is ALL WORTH IT. Kept my phone completely seal packed throughout (even in great depths). Just does its job and I was able to use my phone while it was packed and it was also recording surround voice and video quality was as usual as without the cover. Just go for it now stop reading more reviews.,POSITIVE
One when broaken after one use. Value for money. Useful for lesser use.,NEGATIVE
Super quality nice cover with water proof,POSITIVE
"For using the phone in the bathroom, this product is great. But for using it in water park or beaches it is a definite no. The opening is not properly tightened enough to prevent the water from seeping inside.",NEGATIVE
Nice quality. Highly recommended,POSITIVE
"Immediately after receiving the product, the first thing I did was kept a phone size item inside and put it under the tap and then tried again by keeping it in a bucket. Water seeps inside in small droplets. Definitely not going to use it for my phone. Not worth risking my 35k phone. Returning the product. Also it's made in China.",NEGATIVE
"Well, the product does what it says and stays dry inside but yes don’t forget to test it before putting your phone inside and submerging it inside water. The cord hook is weak and if using it for like during jetski beware about it as it may break on moderate jerk.",NEGATIVE
I have used this in heavy rainfall and my mobile was fully protected.  And the touch screen of the mobile also works great even inside the pouch.  It's a good product.,POSITIVE
Best phone under 15000. Good video and photo quality . Camera quality is best in price range .best performance phone . Clean ui experience . No add no blotwear best display and camera curve display so beautiful and good looking and charging is so good battery 🔋 life is good . Mobile quality is good or chaines phone se to bahut behtar hai . Connectivity is good full 5g speed . Thanks Lava,POSITIVE
"Frnds I got this phone by exchange Colour:- Glass Viridian after 1 week use I posting this review positive:- First of all for this budget no one gives you 3D curve glass 👌 all of them saying rich look and stylish ,glorrila glass also good, smooth touch and weight is less , I thinked display will be mild smaller due to 6.67 but display is length wise big simply owesome. Back and FrontCamera is decent and clearity also ok and fast charging is good it takes only 1 hour maximum.For normal use camera backup one day is good. Performance also good Cons:- Peek brightness is very low when using in ☀️ light and battery is gets draining medium faster while watching YouTube and movies. When batery comes to below 15 percent it will speed mild charge lowing.  Note:- Use dark mode on for saving battery and charge only upto 85 percent for extent battery life pls don't on battery saver (after on only it will drain very faster)",NEGATIVE
I'm writing this review after using it 3 months. I bought first time LAVA company mobile..  Sabse badi problem hai ki ye phone bahut slow hai or boht zyada hang karta hai. CAMERA front and back is not upto the mark. Front camera to bahut hi bekar hai.. night photography k liye to bilkul useless hai. BATTERY light use karne par bhi jaldi discharge ho jati hai and full charging time is 1hr 45 minute. Sirf look hi theek hai.. baki sab bakwas. LAVA Pathetic company and pathetic mobile.. Don't buy this if you don't want to waste your money. Your piece of mind will also disturb after buying this. Better spend 4 to 5 thousand more and go for iqoo Z9s Thanks,NEGATIVE
"I'm posting this review after more than 3 weeks of usage. This is an excellent product at this price point. I bought this at 15500/- For 256 GB variant in sale with bank discounts. The Amoled display is amazing for this price point. Processor is excellent and it gives excellent performance at very good speed. The charging time is very fast. Sound Quality is very good with stereo speakers. The 5G connectivity is good. The battery life is excellent. It almost run for the whole day with heavy usage. The screen size is very perfect and it feels very light and comfortable in the hand. The design is very premium and it has glass on both front and back. It feels very premium. The camera is ok, nothing much to talk about. Lava has produced such an excellent smartphone at this price point. I have become a fan of Lava for producing such a good product. This is a Made in India product and I'm proud of it. I definitely recommend this Lava Blaze curve 5g Smartphone to everyone and it's worth every penny.",POSITIVE
In just 14499/- curved phone amazing... Battery backup/- watching YouTube 10%drain in one hour... Superb... Display/- amazing colours.... Superb Hand grip & light waight.... Camra night me selfie ni le skte.. in good light it's owsm . Phone back cover come with phone .. when you start flash light phone looks likes gold.. Charging fast ... Performance on BGMI... 10/9  Just one PROBLEM is there.. when you use phone's speaker.... Back body little vibrat..,POSITIVE
"I got the mobile on 1st of Oct ... Battery performance very poor, over heating issue, Camera just okay (struggling in low light photography).  These all problems need to be rectified ASAP by software update...  But display and touch response is very good ..",POSITIVE
"Best phone, charging speed fast, network speed fast,vale for money,long battery life, Phone quality premium, connectivity very good",POSITIVE
"This phone has a powerful processor, a top-tier display, and a stylus. It also has a long battery life and is considered to be the best Android phone by some. Sound quality, smoothness , Awesome Design Charging speed very good Great curved display and very smooth Phone  Product is over all nice",POSITIVE
"🔹 Design & Build: Compact and sleek in black, the Portronics Car Power 16 fits snugly in any car charging port. Its sturdy build ensures durability while traveling.  🔹 Charging Performance: ✔ 51W total output – (18W USB-A + 33W Type-C PD) for fast and efficient charging. ✔ Supports multiple devices – Works with iPhones, Androids, tablets, and other gadgets. ✔ Power Delivery (PD) Support – Ensures rapid charging for Type-C devices.  🔹 Safety Features: ✔ Smart chip protection against overvoltage, overheating, and short circuits. ✔ Automatically adjusts power output for safe charging.  🔹 Verdict: ✅ Pros: Fast charging, dual-port convenience, compact size, safe and reliable. ❌ Cons: No included cable, may not fast-charge all laptop models.  ⭐ Overall Rating: 4.5/5 – A great car",POSITIVE
"The product is made plastic but the quality is realy nice..... Also it supports fast charge for many devices I tried the USB A port (18W) for my redmi phone It showed the text of ""Quick Charging "" ( text used for 18w charging in redmi and poco phones) while charging.  I don't have a Type c to c cable to test the other port. But it says that it supports 33w max charge.  Overall a great value for money product. I would have given it 5stars if they provided a compatible cable with the charger as other close competitors such as ambrane are also providing. But its not a negative poimt for the product. The product is really awesome....",POSITIVE
Value of money product. And build quality is very good,POSITIVE
Super and super fast charging super and quality worth for money i use 6 moths longer,NEGATIVE
"I’ve been using the Portronics 51W car charger, and it’s honestly amazing. It’s super compact but charges my phone and tablet really fast with its USB-C PD and QC 3.0 ports. I love that I can charge two devices at the same time without any overheating issues. It feels sturdy and reliable, making it perfect for my long drives.",POSITIVE
"I'm thoroughly impressed with its performance and features. Boasting an impressive 51-watt capacity, split between 33 watts via the Type-C port and 18 watts via the USB port.  Pros:  Fast Charging: The standout feature of this charger is its ability to charge devices at high speed. Whether it's my smartphone ortablet, this charger handles the task with ease. Dual Charging Ports: The inclusion of both a Type-C and a USB port is incredibly convenient. I can charge my latest Type-C devices while simultaneously powering up older gadgets with the traditional USB-A port, making it perfect for all my devices. Sturdy Build: The charger feels well-built and durable, promising a long lifespan. The compact design also ensures it fits snugly into the car's power outlet without obstructing other ports or controls. Safety Features: These give me peace of mind while charging my expensive devices, knowing they won't get damaged due to any power surges or overheating.  Cons:  Materials Could Be Better: While the charger's overall build is sturdy, it would be even more impressive if it incorporated higher-quality materials. A more premium feel would match its performance and enhance its overall appeal. But i can not complaint at this price. Limited Type-C Power: Although the Type-C port provides a commendable 33 watts, it would have been even better if it could handle a higher power output. Some flagship devices are capable of drawing more power for optimal charging speeds.  Compatibility: Working seamlessly with all Android and iPhone models. Tested on oneplus,xiaomi, poco, iphone 13pro and iphone 14.  Overall, the Charger has proven to be a reliable companion for my daily commute and road trips. While it could benefit from higher-quality materials and a slightly increased Type-C power output, these considerations are relatively minor compared to the convenience and efficiency it offers and what it offers at this budget.  I would recommend this car charger to anyone in need of a reliable, fast-charging solution for their smartphones, tablets, and other gadgets while on the road. It's an essential accessory for modern-day travelers and tech enthusiasts alike.",POSITIVE
Good charger but if used both ports then is not giving 65 w PD. So with both ports it's useless for laptop charging. It's getting hot.,NEGATIVE
It has fast charging and an LED light so that we don’t struggle for connecting the cable. Awesome product. Looks sleek and premium as well.,POSITIVE
"Premium Phone, looks wise, slim and performance. Its Desi Phone 🤟",NEGATIVE
Lava Blaze Due5g. 6.67 inch curved display Very Good india phone. very nice working. Very good Battery work. Good bright Display. Good camera. Most impartent No heating issue. Very good price Range. Sound very good. Just one miss no dolby atms. Back side secondry display good. Light weight. 185 g. Lava please advertisement this japan and china tecknowledgey. Sold out within one hour in site. Thanku lava.,POSITIVE
1.Camera quality is very poor. 2.Battery backup only half day 3. Audio not clear. 4. Tauch pad very poor. 5. Hanging problem. 6.No any Support from Technical Team or service centre Request you Not buy,NEGATIVE
A good looking phone. Unlike some other brands in this phone No bloatware No lag etc. Free from any annoying advertisements. The mini back side display is just a gizmo. Actually not a handy one. In fact sometimes it kills the privacy because for outgoing calls it shows the caller name till the end of the call. They should have implement a software switch to disable displaying caller name in the mini display while calling to another phone. This issue is not there for an incoming calls. Then the caller name will disappear from the mini display immediately after picking the call. Don’t know why they missed that case for incoming calls. Showing time and watch faces are useful though it is not necessary. Camera quality is good not best. No distortion on images even after transferring to laptop. 2k video recording is available but for stability a gimbal should be there. OIS is there to HD video recording. Good budget phone for beginner bloggers. Anonymous call record facility with Lava caller app.  Value for money product. One disadvantage is no back cover is available online in any site. Using the TPU case they provided along with the box.,NEGATIVE
"Outstanding speed and smoothness, Value for money and more over the design is extremely great. The LAVA AMOLED display seems to be better than other competitors in this segment. Thank you @lava. Really its a blazing mobile.",POSITIVE
Battery backup and camera quality thora behtar hona chahiye. Baki thik hai,NEGATIVE
Excellent and beautiful product.,POSITIVE
From amoled display to clean android to use rear camera as front selfie camera everything in this phone is extremely good even the build of the phone weight of the phone everything is so perfect.. totally satisfied,POSITIVE
Best phone under 15000. Good video and photo quality . Camera quality is best in price range .best performance phone . Clean ui experience . No add no blotwear best display and camera curve display so beautiful and good looking and charging is so good battery 🔋 life is good . Mobile quality is good or chaines phone se to bahut behtar hai . Connectivity is good full 5g speed . Thanks Lava,POSITIVE
"Frnds I got this phone by exchange Colour:- Glass Viridian after 1 week use I posting this review positive:- First of all for this budget no one gives you 3D curve glass 👌 all of them saying rich look and stylish ,glorrila glass also good, smooth touch and weight is less , I thinked display will be mild smaller due to 6.67 but display is length wise big simply owesome. Back and FrontCamera is decent and clearity also ok and fast charging is good it takes only 1 hour maximum.For normal use camera backup one day is good. Performance also good Cons:- Peek brightness is very low when using in ☀️ light and battery is gets draining medium faster while watching YouTube and movies. When batery comes to below 15 percent it will speed mild charge lowing.  Note:- Use dark mode on for saving battery and charge only upto 85 percent for extent battery life pls don't on battery saver (after on only it will drain very faster)",NEGATIVE
I'm writing this review after using it 3 months. I bought first time LAVA company mobile..  Sabse badi problem hai ki ye phone bahut slow hai or boht zyada hang karta hai. CAMERA front and back is not upto the mark. Front camera to bahut hi bekar hai.. night photography k liye to bilkul useless hai. BATTERY light use karne par bhi jaldi discharge ho jati hai and full charging time is 1hr 45 minute. Sirf look hi theek hai.. baki sab bakwas. LAVA Pathetic company and pathetic mobile.. Don't buy this if you don't want to waste your money. Your piece of mind will also disturb after buying this. Better spend 4 to 5 thousand more and go for iqoo Z9s Thanks,NEGATIVE
"I'm posting this review after more than 3 weeks of usage. This is an excellent product at this price point. I bought this at 15500/- For 256 GB variant in sale with bank discounts. The Amoled display is amazing for this price point. Processor is excellent and it gives excellent performance at very good speed. The charging time is very fast. Sound Quality is very good with stereo speakers. The 5G connectivity is good. The battery life is excellent. It almost run for the whole day with heavy usage. The screen size is very perfect and it feels very light and comfortable in the hand. The design is very premium and it has glass on both front and back. It feels very premium. The camera is ok, nothing much to talk about. Lava has produced such an excellent smartphone at this price point. I have become a fan of Lava for producing such a good product. This is a Made in India product and I'm proud of it. I definitely recommend this Lava Blaze curve 5g Smartphone to everyone and it's worth every penny.",POSITIVE
In just 14499/- curved phone amazing... Battery backup/- watching YouTube 10%drain in one hour... Superb... Display/- amazing colours.... Superb Hand grip & light waight.... Camra night me selfie ni le skte.. in good light it's owsm . Phone back cover come with phone .. when you start flash light phone looks likes gold.. Charging fast ... Performance on BGMI... 10/9  Just one PROBLEM is there.. when you use phone's speaker.... Back body little vibrat..,POSITIVE
"I got the mobile on 1st of Oct ... Battery performance very poor, over heating issue, Camera just okay (struggling in low light photography).  These all problems need to be rectified ASAP by software update...  But display and touch response is very good ..",POSITIVE
"Best phone, charging speed fast, network speed fast,vale for money,long battery life, Phone quality premium, connectivity very good",POSITIVE
"This phone has a powerful processor, a top-tier display, and a stylus. It also has a long battery life and is considered to be the best Android phone by some. Sound quality, smoothness , Awesome Design Charging speed very good Great curved display and very smooth Phone  Product is over all nice",POSITIVE
Best phone under 15000. Good video and photo quality . Camera quality is best in price range .best performance phone . Clean ui experience . No add no blotwear best display and camera curve display so beautiful and good looking and charging is so good battery 🔋 life is good . Mobile quality is good or chaines phone se to bahut behtar hai . Connectivity is good full 5g speed . Thanks Lava,POSITIVE
